174,財務報表分析,3,必修,會計三丙,(一)06-08 商304 曹秀惠,65,74,曹秀惠
175,審計學(一),3,必修,會計三丙,(三)06-08 商302 盧鈺欣,65,74,盧鈺欣
176,高等會計學(二),3,必修,會計三合,(二)06-08 資電410 林惠美,60,34,林惠美
177,高等會計學(二)實習,0,必修,會計三合,(一)09-10 商304 林惠美,60,34,林惠美
178,科技創新與會計應用,3,選修,會計三甲,(四)08-10 商304 錢世傑,60,27,錢世傑
178,科技創新與會計應用,3,選修,會計三乙,(四)08-10 商304 錢世傑,60,27,錢世傑
178,科技創新與會計應用,3,選修,會計三丙,(四)08-10 商304 錢世傑,60,27,錢世傑
179,政府會計,3,選修,會計三甲,(二)11-13 商302 何采縈,60,61,何采縈
179,政府會計,3,選修,會計三乙,(二)11-13 商302 何采縈,60,61,何采縈
179,政府會計,3,選修,會計三丙,(二)11-13 商302 何采縈,60,61,何采縈
180,ERP配銷模組,3,選修,會計三甲,(一)02-04 資電B13(電腦實習室) 黃娟娟,43,30,黃娟娟
180,ERP配銷模組,3,選修,會計三乙,(一)02-04 資電B13(電腦實習室) 黃娟娟,43,30,黃娟娟
180,ERP配銷模組,3,選修,會計三丙,(一)02-04 資電B13(電腦實習室) 黃娟娟,43,30,黃娟娟
181,租稅規劃,3,選修,會計三甲,(三)11-13 商408 張文超,60,26,張文超
181,租稅規劃,3,選修,會計三乙,(三)11-13 商408 張文超,60,26,張文超
181,租稅規劃,3,選修,會計三丙,(三)11-13 商408 張文超,60,26,張文超
183,企業實習,9,選修,會計四甲,"(五)00     未排教室 黃娟娟,陳品如,盧鈺欣,林書賢,吳周燕,曹秀惠",60,11,"黃娟娟,陳品如,盧鈺欣,林書賢,吳周燕,曹秀惠"
183,企業實習,9,選修,會計四乙,"(五)00     未排教室 黃娟娟,陳品如,盧鈺欣,林書賢,吳周燕,曹秀惠",60,11,"黃娟娟,陳品如,盧鈺欣,林書賢,吳周燕,曹秀惠"
183,企業實習,9,選修,會計四丙,"(五)00     未排教室 黃娟娟,陳品如,盧鈺欣,林書賢,吳周燕,曹秀惠",60,11,"黃娟娟,陳品如,盧鈺欣,林書賢,吳周燕,曹秀惠"
184,寒期校外專業實習,1,選修,會計四甲,(四)00     未排教室 黃娟娟,60,5,黃娟娟
184,寒期校外專業實習,1,選修,會計四乙,(四)00     未排教室 黃娟娟,60,5,黃娟娟
184,寒期校外專業實習,1,選修,會計四丙,(四)00     未排教室 黃娟娟,60,5,黃娟娟
185,管理資訊系統,3,選修,會計四甲,(五)06-08 行208(電腦實習室) 吳東憲,40,30,吳東憲
185,管理資訊系統,3,選修,會計四乙,(五)06-08 行208(電腦實習室) 吳東憲,40,30,吳東憲
185,管理資訊系統,3,選修,會計四丙,(五)06-08 行208(電腦實習室) 吳東憲,40,30,吳東憲
186,證券交易法,3,選修,會計四甲,(五)02-04 科航205 彭玉玲,60,57,彭玉玲
186,證券交易法,3,選修,會計四乙,(五)02-04 科航205 彭玉玲,60,57,彭玉玲
186,證券交易法,3,選修,會計四丙,(五)02-04 科航205 彭玉玲,60,57,彭玉玲
187,高等審計學,3,必修,會計碩一,"(二)02-04 商706 陳光政,林書賢,李慧慈",25,23,"陳光政,林書賢,李慧慈"
188,高等管理會計,3,必修,會計碩一,(四)02-04 商704 張森河,25,24,張森河
189,商用書報導讀,3,選修,會計碩一,(一)06-08 商706 王文聖,20,16,王文聖
190,電腦稽核分析與應用,3,選修,會計碩一,(二)06-08 資電B13(電腦實習室) 吳東憲,20,16,吳東憲
191,碩士論文,0,必修,會計碩二,(五)00       陳品如,0,25,陳品如
192,企業租稅策略,3,選修,會計碩二,(三)11-13 商706 余慧娟,25,17,余慧娟
194,租稅救濟與訴訟案例研討,3,選修,會計碩二,"(四)06-08 商704 陳貴端,李儒哲",20,12,"陳貴端,李儒哲"
195,班級活動,0,必修,國貿一甲,(一)08-09 人403 曾鼎翔,60,56,曾鼎翔
